"cdm_source_name","cdm_version","cdm_holder","cdm_release_date","vocabulary_version","person_cnt","observation_period_cnt"
"CPRDGOLD202007","5.3.1","OMOP",2018-06-14,"v5.0 21-AUG-20",15662217,15662217
