"cdm_source_name","cdm_version","cdm_holder","cdm_release_date","vocabulary_version","person_cnt","observation_period_cnt"
"cdm_aurum_202106","5.3.1","NDORMS, University of Oxford",2018-06-14,"v5.0 13-JUL-21",39999011,39999011
